name,wikipedia
Logos,"Logos (UK: , US: ; Ancient Greek: λόγος, romanized: lógos, lit. 'word, discourse, or reason') is a term used in Western philosophy, psychology and rhetoric, as well as religion (notably Christianity); among its connotations is that of a rational form of discourse that relies on inductive and deductive reasoning."
Loire,"The Loire ( LWAR, US also  loo-AR, French: [lwaʁ] ; Occitan: Léger [ˈledʒe]; Arpitan: Lêre; Breton: Liger; Latin: Liger) is the longest river in France and the 171st longest in the world."
Loki,Loki is a god in Norse mythology.
Lolita,Lolita is a 1955 novel written by Russian-American novelist Vladimir Nabokov that addresses the controversial subject of hebephilia.
Lolium,Lolium is a genus of tufted grasses in the bluegrass subfamily (Pooideae).
Lomariopsidaceae,The Lomariopsidaceae is a family of ferns with a largely tropical distribution.
Lombardy,"Lombardy (Italian: Lombardia; Lombard: Lombardia) is an administrative region of Italy that covers 23,844 km2 (9,206 sq mi); it is located in the northern part of the country and has a population of about 10 million people, constituting more than one-sixth of Italy's population."
Lonas,Lonas is a genus of flowering plants in the chamomile tribe within the daisy family.
Lonchocarpus,Lonchocarpus is a plant genus in the legume family (Fabaceae).
London,"London is the capital and largest city of England and the United Kingdom, with a population of around 8.8 million."
Lophius,"Members of the genus Lophius, also sometimes called monkfish, fishing-frogs, frog-fish, and sea-devils, are various species of lophiid anglerfishes found in the Atlantic and Indian Oceans."
Lopholatilus,Lopholatilus is a small  genus of tilefishes native to the western Atlantic Ocean.
Lophophora,"Lophophora () is a genus of spineless, button-like cacti."
Lophosoria,Lophosoria is a genus of tree ferns within the family Dicksoniaceae.
Loranthaceae,"Loranthaceae, commonly known as the showy mistletoes, is a family of flowering plants."
Loranthus,Loranthus is a genus of parasitic plants that grow on the branches of woody trees.
Lord,"Lord is an appellation for a person or deity who has authority, control, or power over others, acting as a master, chief, or ruler."
Lordship,A lordship is a territory held by a lord.
Lorelei,"The Lorelei (  LORR-ə-ly; German: Loreley or Lorelei, pronounced [loːʁəˈlaɪ̯]  or [ˈloːʁəlaɪ̯]; also found as Loreleï, Lore Lay, Lore-Ley, Lurley, Lurelei and Lurlei throughout history) is a 132-metre-high (433 ft), steep slate rock on the right bank of the River Rhine in the Rhine Gorge (or Middle Rhine) at Sankt Goarshausen in Germany, part of the Upper Middle Rhine Valley UNESCO World Heritage Site."
Loren,"Loren is a given name, nickname and surname which may refer to:


== Given name ==


=== Men ===
Loren Acton (born 1936), American physicist and astronaut
Loren C. Ball (born 1948), amateur astronomer who has discovered more than 100 asteroids
Loren M. Berry (1888–1980), American businessman
Loren Bouchard (born 1970), American television writer and director
Loren Brichter (born 1984), American software developer
Loren Cameron (born 1959), American photographer
Loren Carpenter (born 1947), American computer graphics researcher and developer
Loren Coleman (born 1947), American scientist and author
Loren L. Coleman (born 1947), American science-fiction writer
Loren W. Collins (1838–1912), American jurist and politician
Loren Mazzacane Connors (born 1949), American musician
Loren Crabtree (born 1940), American academic and chancellor
Loren Cunningham (born 1936), American missionary organizer
Loren Dean (born 1969), American actor
Loren C. Dunn (1930–2001), American general authority of the LDS Church
Loren Eiseley (1907–1977), American scientist and writer
Loren D. Estleman (born 1952), American author
Loren D. Everton (1915–1991), American Marine flying ace, Navy Cross recipient
Loren Graham (born 1933), American historian of science
Loren Leman (born 1950), American politician
Loren Long (born 1964), American author of children's books
Loren McIntyre (1917-2003), American photojournalist, worked extensively in South America
Loren Meyer (born 1972), American professional basketball player
Loren Miller (activist), American civic reformer and libertarian activist
Loren Miller (judge) (1903–1967), American California Superior Court judge
Loren Mosher (1933–2004), American psychiatrist
Loren Murchison (1898–1979), American athlete
Loren Nerell (born 1960), American composer, ethnomusicologist and gamelan musician
Loren Pope (1910–2008), American writer
Loren Roberts (born 1955), American golfer
Loren Schoenberg (born 1958), American musician and historian
Loren B. Sessions (1827–1897), New York politician
Loren Shriver (born 1944), American pilot and astronaut
Loren A. Smith (born 1944), American federal judge on the United States Court of Federal Claims
Loren Taylor (born 1977), American politician
Loren Toews (born 1951), American football player
Loren H. White (1863–1923), New York politician
Loren Wiseman, American board game designer and developer
Loren Wright (1917–2005), American professional basketball player


=== Women ===
Loren Galler-Rabinowitz (born 1986), American ice dancer
Loren Gray (born 2002), American singer and social media personality
Loren Horsley (born 1977), New Zealand actress
Loren Rowney (born 1988), Australian racing cyclist


== Nickname ==
Loren Legarda (born 1960), Filipina journalist and politician
Loren Morón (footballer, born 1993), Spanish footballer
Lorenzo Juarros García (born 1966), Spanish retired footballer
Loren Morón (footballer, born 1970), Spanish footballer and manager
Loren (born 1995), South Korean musician


== Surname ==
Donna Loren (born 1947), American actress
Eric Loren, American actor
Giselle Loren, American voice actor
Josie Loren (born 1987), American actress
Nanda Loren (born 1988), Brazilian singer
Sophia Loren (born 1934), Italian actress
Todd Loren (1960–1992), American comic book publisher


== Fictional characters ==
Loren McWilliams, the male protagonist of the 1985 film The New Kids
Loren Silvercloak, in the Fionavar Tapestry novels by Guy Gavriel Kay
Lt."
Lorentz,"Lorentz is a name derived from the Roman surname, Laurentius, which means ""from Laurentum""."
Lorenz,"Lorenz is an originally German name derived from the Roman surname Laurentius, which means ""from Laurentum""."
Loricata,"Loricata is a clade of archosaur reptiles that includes crocodilians and some of their Triassic relatives, such as Postosuchus and Prestosuchus."
Loriinae,"Loriinae is a subfamily of psittacine birds, one of the six subfamilies that make up the family Psittaculidae."
Lorisidae,Lorisidae (or sometimes Loridae) is a family of strepsirrhine primates.
Lorraine,"Lorraine is a cultural and historical region in Northeastern France, now located in the administrative region of Grand Est."
Lothario,"Lothario is an Italian name used as shorthand for an unscrupulous seducer of women, based upon a character in The Fair Penitent, a 1703 tragedy by Nicholas Rowe."
Louisiana,Louisiana (French: La Louisiane [la lwi.zjan] ) is a state in the Deep South and South Central regions of the United States.
Louvre,"The Louvre (English:  LOOV(-rə)), or the Louvre Museum (French: Musée du Louvre [myze dy luvʁ] ), is a national art museum in Paris, France."
Lovoa,Lovoa is a genus of plants in the family Meliaceae.
Loxostege,Loxostege is a genus of moths of the family Crambidae.
Lozier,The Lozier Motor Company was a brass era producer of luxury automobiles in the United States.
Luanda,"Luanda (/luˈændə, -ˈɑːn-/, Portuguese: [luˈɐ̃dɐ]) is the capital and largest city of Angola."
Lublin,Lublin is the ninth-largest city in Poland and the second-largest city of historical Lesser Poland.
Lubumbashi,"Lubumbashi (former names: Élisabethville (French);  (Dutch)) is the second-largest city in the Democratic Republic of the Congo, located in the country's southeasternmost part, along the border with Zambia."
Lucania,Lucania was a historical region of Southern Italy.
Lucifer,The most common meaning for Lucifer in English is as a name for the Devil in Christian theology.
Lucknow,"Lucknow (, Hindustani: [ˈləkʰnəuː]  Lakhnaū) is the capital and the largest city of the Indian state of Uttar Pradesh and it is also the second largest urban agglomeration in Uttar Pradesh after Kanpur."
Lucretius,"Titus Lucretius Carus ( TY-təs loo-KREE-shəs, Latin: [ˈtitus luˈkreːti.us ˈkaːrus]; c. 99 – c. 55 BC) was a Roman poet and philosopher."
Lucullus,"Lucius Licinius Lucullus (; 118–57/56 BC) was a Roman general and statesman, closely connected with Lucius Cornelius Sulla."
Lucy,"Lucy is an English feminine given name derived from the Latin masculine given name Lucius with the meaning as of light (born at dawn or daylight, maybe also shiny, or of light complexion)."
Luddite,"The Luddites were members of a 19th-century movement of English textile workers which opposed the use of certain types of cost-saving machinery, and often destroyed the machines in clandestine raids."
Lufengpithecus,"Lufengpithecus (lit. 'Lufeng ape') is an extinct genus of ape, known from the Late Miocene of East Asia."
Luftwaffe,"The Luftwaffe (German pronunciation: [ˈlʊftvafə] ) was the aerial-warfare branch of the Wehrmacht before and during World War II. Germany's military air arms during World War I, the Luftstreitkräfte of the Imperial Army and the Marine-Fliegerabteilung of the Imperial Navy, had been disbanded in May 1920 in accordance with the terms of the 1919 Treaty of Versailles which banned Germany from having any air force."
Lugh,Lugh or Lug (Old Irish: [l̪ˠuɣˠ]; modern Irish: Lú [l̪ˠuː]) is a figure in Irish mythology.
Luik,"Luik is an Estonian surname meaning ""swan""."
Lumpenus,Lumpenus is a genus of marine ray-finned fishes belonging to the family Stichaeidae.The genus was first proposed by Reinhardt in 1836.
Lunaria,Lunaria is a genus of flowering plants in the family Brassicaceae.
Lund,"Lund (, US also  LU(U)ND, Swedish: [ˈlɵnːd] ) is a city in the southern Swedish province of Scania, across the Öresund strait from Copenhagen."
Lunt,"Lunt is a small village in the civil parish of Sefton, in the borough of Sefton in Merseyside, England, close to Sefton Village and to the west of Maghull and is in the L29 postcode."
Luoyang,Luoyang (simplified Chinese: 洛阳; traditional Chinese: 洛陽; pinyin: Luòyáng) is a city located in the confluence area of the Luo River and the Yellow River in the west of Henan province.
Lupinus,"Lupinus, commonly known as lupin, lupine, or regionally bluebonnet etc., is a genus of plants in the legume family Fabaceae."
Lupus,"Lupus, technically known as systemic lupus erythematosus (SLE), is an autoimmune disease in which the body's immune system mistakenly attacks healthy tissue in many parts of the body."
Lusaka,Lusaka (; loo-SAH-kə) is the capital and largest city of Zambia.
Luscinia,"Luscinia  is a genus of smallish passerine birds, containing the nightingales and relatives."
Lusitania,Lusitania (; Classical Latin: [luːsiːˈtaːnia]) was an ancient Iberian Roman province comprising part of modern Portugal (south of the Douro River) and a large portion of western Spain (the present Extremadura and Province of Salamanca).
Lutheranism,"Lutheranism is a major branch of Protestantism, identifying primarily with the theology of Martin Luther, the 16th-century German monk and reformer whose efforts to reform the theology and practices of the Catholic Church launched the Protestant Reformation.The split between the Lutherans and the Roman Catholics was made public and clear with the 1521 Edict of Worms."
Lutjanidae,"Lutjanidae, or snappers are a family of perciform fish, mainly marine, but with some members inhabiting estuaries, feeding in fresh water."
Lutjanus,"Lutjanus is a genus of marine ray-finned fish, snappers belonging to the family Lutjanidae."
Lutra,"Lutra is a genus of otters, one of seven in the subfamily Lutrinae."
Luvaridae,Luvaridae is a family of marine ray-finned fishes belonging to the suborder Acanthuroidei in the order Acanthuriformes.
Luvarus,Luvarus is a genus of ray-finned fishes belonging to the family Luvaridae.
Luxembourg,"Luxembourg (  LUK-səm-burg; Luxembourgish: Lëtzebuerg [ˈlətsəbuəɕ] ; French: Luxembourg [lyksɑ̃buʁ] ; German: Luxemburg [ˈlʊksm̩bʊʁk] ), officially the Grand Duchy of Luxembourg, is a small landlocked country in Western Europe."
